id	age	sex	marital	children	educ	source	smoke	smokenum	lotr1	lotr2	lotr3	lotr4	lotr5	lotr6	mastery1	mastery2	mastery3	mastery4	mastery5	mastery6	mastery7	panas1	panas2	panas3	panas4	panas5	panas6	panas7	panas8	panas9	panas10	panas11	panas12	panas13	panas14	panas15	panas16	panas17	panas18	panas19	panas20	swls1	swls2	swls3	swls4	swls5	pss1	pss2	pss3	pss4	pss5	pss6	pss7	pss8	pss9	pss10	rses1	rses2	rses3	rses4	rses5	rses6	rses7	rses8	rses9	rses10
96	26	male	married first time	no	undergraduate degree	work	yes	5	3	3	4	1	3	5	2	4	1	1	4	1	1	4	1	1	4	1	4	5	1	4	1	1	5	4	1	3	1	3	3	1	1	7	7	7	7	6	1	1	3	5	5	1	4	5	2	2	4	4	1	4	1	4	4	2	1	1
97	60	female	married first time	yes	some additional training	money/finances	no	0	3	1	3	1	1	5	1	4	4	2	4	1	1	5	1	3	5	1	3	5	2	5	1	1	5	5	3	5	2	5	5	2	1	6	6	6	6	3	2	3	3	4	4	4	4	4	2	1	4	4	1	3	1	4	3	2	3	1
98	27	male	steady relationship	no	high school	work	no	0	3	3	3	3	2	4	2	2	1	2	4	2	2	3	3	5	3	2	4	4	3	3	3	3	3	3	5	3	2	3	3	4	3	3	4	3	6	4	3	4	4	3	3	3	3	3	3	3	3	3	2	2	2	3	2	3	3	3
99	70	male	married first time	no	graduate degree	work	no	0	3	3	5	1	2	5	2	3	2	2	3	1	1	5	1	1	3	1	2	5	1	3	1	1	2	2	1	1	1	3	3	1	1	7	7	7	7	4	1	2	2	4	3	1	5	4	3	2	4	4	1	3	2	4	1	1	2	1
100	46	female	divorced	no	some additional training	work	no	0	3	2	4	2	1	4	1	1	1	1	4	1	1	5	2	1	3	1	4	4	1	4	2	2	4	4	1	4	1	3	4	2	1	5	6	5	5	3	4	2	4	4	3	3	4	4	5	3	4	4	1	4	1	4	4	4	1	1
101	39	female	divorced	yes	undergraduate degree	friendships	no	0	4	2	3	2	2	4	3	4	2	2	2	2	3	3	4	2	2	1	4	3	4	3	4	4	2	2	2	3	2	2	2	5	5	4	3	3	2	2	3	4	5	3	3	4	3	3	3	4	3	4	2	3	2	3	3	2	3	2
102	55	female	married first time	no	some secondary school	family	no	0	4	2	5	1	2	3	2	3	1	4	3	3	3	5	4	1	5	1	5	5	3	3	5	2	2	4	1	4	2	5	4	2	1	5	2	5	6	6	4	4	3	4	4	3	3	4	5	4	4	4	1	4	2	3	4	2	3	1
103	33	male	married first time	no	undergraduate degree	work	no	0	3	1	4	1	1	5	3	1	3	2	3	1	1	3	1	1	1	1	3	3	2	3	1	1	2	3	1	2	1	2	4	1	1	6	5	7	7	6	2	2	2	3	5	5	4	4	2	1	4	4	1	3	1	4	4	1	1	1
104	38	female	divorced	no	undergraduate degree	work	no	0	2	3	3	3	2	3	2	3	3	1	3	2	3	3	4	2	2	2	3	1	2	3	4	3	2	2	4	1	3	2	2	3	2	3	3	4	2	3	4	4	4	4	3	4	4	3	4	3	3	3	1	3	3	2	3	3	2	2
105	26	male	single	no	some additional training	work	yes	60	2	3	3	4	3	4	3	3	3	3	3	3	3	4	3	2	4	2	3	2	4	3	4	4	2	2	4	3	2	3	3	3	3	5	6	6	6	4	3	2	3	3	3	3	3	3	4	2	3	3	2	3	2	3	3	3	3	2
106	31	female	married first time	yes	some additional training	money/finances	yes	40	3	3	5	2	2	5	2	4	2	1	4	2	1	5	2	1	5	1	5	5	2	4	1	1	5	5	1	4	1	4	5	1	1	7	5	5	6	7	2	2	2	4	4	3	4	4	3	2	4	4	1	4	1	4	4	1	3	1
107	27	male	steady relationship	no	some additional training	money/finances	yes	7	1	3	3	2	1	4	1	4	2	1	4	3	4	3	2	3	1	1	4	1	1	2	3	4	1	3	2	1	3	3	4	2	1	4	5	5	4	1	1	3	3	3	3	2	3	4	3	2	3	4	1	3	2	4	2	3	2	3
108	35	female	single	no	graduate degree	lack of time	yes	110	3	1	3	2	1	4	2	3	3	3	4	2	3	3	4	2	2	1	3	3	4	2	1	3	2	3	1	3	3	3	2	4	4	5	5	5	4	6	3	4	5	3	3	5	3	3	4	5	3	3	2	3	3	2	3	3	2	2
109	44	male	married first time	yes	some additional training	work	yes	100	3	2	3	2	1	3	2	3	1	2	4	2	1	3	1	1	4	1	3	3	1	2	1	2	3	3	1	2	1	2	4	1	1	5	4	5	7	7	3	1	1	4	4	1	3	4	2	2	4	4	1	3	1	3	4	1	2	1
110	46	female	divorced	yes	some additional training	money/finances	no	0	4	2	5	1	1	5	1	4	1	1	4	2	1	5	3	1	4	1	5	5	1	4	1	2	5	5	1	5	2	4	5	2	1	2	3	3	2	2	2	3	3	5	3	3	4	4	2	3	4	4	2	4	2	2	2	3	3	2
111	28	female	living with partner	no	high school	life in general	no	0	5	2	4	1	1	5	1	4	1	1	4	1	1	4	1	1	4	1	5	5	1	5	2	2	4	4	1	4	1	4	4	1	1	7	7	7	7	7	2	2	1	5	4	2	4	5	2	1	4	4	1	4	1	4	4	1	1	4
112	37	female	married first time	no	graduate degree	work	no	0	4	1	4	1	2	4	2	3	2	1	3	2	1	5	5	2	1	2	4	4	4	4	2	2	4	4	1	4	2	4	4	1	1	6	6	6	6	6	2	2	2	4	4	2	4	4	2	2	4	4	1	4	1	4	4	2	4	3
113	74	female	widowed	no	undergraduate degree	health/illness	no	0	5	3	4	1	1	4	4	3	2	1	4	1	1	5	1	1	5	1	4	4	1	3	1	1	4	4	1	5	1	5	4	1	1	7	7	7	6	7	2	2	1	4	4	1	4	4	1	1	4	4	1	4	1	4	4	1	1	1
114	82	female	widowed	no	some additional training	health/illness	no	0	4	1	4	1	1	4	2	3	2	2	4	2	1	3	3	1	3	1	3	3	1	2	1	1	1	3	1	1	1	3	3	1	1	6	5	6	6	6	3	2	3	4	4	3	4	4	3	2	3	3	1	3	1	2	4	1	1	1
115	43	male	single	no	some additional training	work	no	0	3	3	4	3	2	4	2	3	1	1	4	1	2	4	1	1	3	1	4	5	2	4	1	2	4	4	1	1	1	3	4	1	1	4	4	2	2	4	3	3	3	4	4	3	3	3	3	4	4	4	1	4	1	3	3	3	2	2
116	24	female	single	no	undergraduate degree	work	no	0	2	3	4	2	2	4	2	4	3	2	4	2	1	5	3	2	4	1	5	3	2	4	1	4	5	4	3	5	3	5	3	4	3	5	5	5	4	4	2	4	4	3	4	3	4	4	3	2	3	3	2	3	1	3	3	3	2	2
117	36	male	married first time	yes	high school	work	no	0	1	3	4	3	1	4	4	3	2	2	3	3	3	3	4	2	2	1	1	3	2	3	2	4	3	3	1	2	4	3	3	1	1	3	5	4	4	6	3	3	4	2	2	4	3	3	3	5	3	4	1	3	1	2	4	3	3	1
118	45	male	married first time	yes	graduate degree	work	no	0	3	1	4	1	1	5	1	4	1	1	4	1	1	4	1	1	4	1	5	5	1	5	3	3	4	4	1	4	1	4	5	1	1	5	5	5	4	3	2	1	1	5	4	2	4	4	2	2	4	4	1	1	1	4	4	1	1	1
119	50	male	married first time	yes	some additional training	money/finances	yes	200	2	2	3	3	3	4	2	3	2	1	4	1	1	3	1	1	3	1	4	4	1	3	1	2	4	4	1	3	1	4	4	1	1	3	2	4	2	3	3	3	3	4	3	3	4	3	3	3	4	4	1	4	1	4	4	1	1	1
120	27	male	single	no	undergraduate degree	work	yes	20	2	4	3	3	3	3	2	3	2	2	3	3	3	2	2	1	2	1	2	3	2	3	1	2	1	2	1	3	1	3	3	3	2	1	2	2	1	1	3	4	3	3	2	2	3	3	4	2	4	3	1	4	3	2	3	2	1	1
121	21	male	single	no	high school	lack of time	no	0	4	1	4	1	2	4	1	4	2	1	4	1	1	5	2	1	2	1	5	5	1	5	2	2	5	5	1	5	1	5	5	1	1	6	7	5	4	3	3	2	3	5	5	2	5	5	5	2	4	4	1	4	3	4	3	1	1	1
122	31	male	living with partner	no	graduate degree	lack of time	no	0	2	3	2	3	3	3	3	2	3	3	2	3	2	2	3	1	3	3	3	2	4	1	3	3	2	2	1	4	3	2	2	4	4	3	4	3	3	3	2	3	4	2	3	3	3	3	3	3	3	3	1	3	1	3	3	3	2	1
123	49	female	married first time	yes	some additional training	children	yes	150	5	1	5	1	1	5	2	4	1	1	4	1	1	3	2	1	2	1	3	3	1	3	1	2	1	3	1	3	1	4	3	1	1	5	6	6	6	5	3	3	2	5	4	2	4	4	2	1	4	4	1	4	1	4	4	1	1	1
124	49	male	married first time	yes	some secondary school				3	4	4	4	4	4	3	3	2	2	3	4	4	5	4	1	4	1	5	5	2	3	5	3	2	4	1	5	1	5	5	5	2	5	5	5	4	4	3	3	2	4	3	2	4	4	3	3	2	1	4	3	3	4	2	2	2	2
125	48	female	married first time	no	high school	money/finances	no	0	2	1	3	3	2	3	1	2	1	1	3	3	1	4	2	2	3	4	2	3	2	2	1	3	1	4	4	3	3	3	3	3	2	3	3	4	4	5	3	3	3	4	4	3	4	4	3	2	4	4	1	4	1	3	2	3	1	1
126	20	female	single	no	high school	work	no	0	3	2	3	2	1	5	3	3	1	1	1	2	2	5	4	3	3	2	4	3	3	3	2	3	4	3	3	5	3	4	4	3	2	4	6	4	2	2	5	3	4	3	4	4	3	3	4	3	4	4	2	3	2	3	3	1	3	3
127	25	male	divorced	no	undergraduate degree	work	yes	20	4	1	4	4	2	4	1	4	1	1	4	2	1	3	1	1	4	1	4	4	2	4	1	1	3	3	1	5	1	5	4	2	1	5	5	6	6	6	2	3	2	4	5	1	5	5	2	1	4	4	1	4	1	4	4	1	1	1
128	58	female	remarried	no	some secondary school	life in general	no	0	5	1	5	2	1	5	2	4	2	2	2	1	1	4	2	1	5	1	5	5	1	5	1	1	4	5	1	4	1	4	5	1	1	6	6	6	6	3	2	2	3	5	5	2	4	5	4	2	4	4	1	4	1	4	4	1	1	1
129	31	male	married first time	yes	some additional training	work	no	0	4	1	5	1	1	5	1	4	1	1	4	1	1	4	2	2	5	1	5	4	1	5	1	2	4	4	2	4	1	5	5	2	1	5	6	6	7	3	3	4	3	4	3	3	4	5	4	1	4	4	1	4	1	4	4	1	1	1
130	29	female	single	no	some secondary school	money/finances	no	0	3	1	5	1	1	5	1	4	1	1	4	1	1	5	1	1	4	1	5	4	1	5	1	1	4	4	1	5	1	5	4	1	1	5	5	5	4	7	2	2	3	5	5	2	3	4	3	2	4	4	1	4	1	4	4	1	1	1
131	22	male	single	no	undergraduate degree	life in general	yes	2	3	2	5	3	3	2	2	3	3	1	4	2	2	5	3	2	4	1	5	4	3	3	4	3	5	5	1	3	1	5	5	2	2	2	6	4	3	1	3	3	4	4	4	4	4	4	4	3	4	4	1	3	1	3	3	3	2	1
132	20	female	living with partner	no	some additional training	money/finances	yes	100	2	3	2	4	2	2	2	3	2	3	4	3	2	2	4	1	3	3	4	2	2	2	4	4	4	2	1	2	5	2	3	3	3	2	2	2	6	2	3	3	4	3	1	3	2	2	4	4	4	3	2	3	2	2	2	4	3	4
133	21	male	single	no	undergraduate degree	work	no	0	5	2	4	2	3	3	2	4	2	3	4	2	2	4	4	4	2	1	2	2	4	3	1	1	1	2	4	1	1	3	2	1	1	5	6	6	6	6	3	3	3	4	3	3	3	4	3	2	4	4	1	4	1	4	4	1	1	1
134	26	female	single	no	undergraduate degree	work	yes	3	4	2	5	2	2	4	1	4	1	1	4	1	2	5	1	1	4	1	5	5	2	4	1	1	5	4	1	4	1	5	5	2	2	6	6	7	7	5	3	2	3	5	4	2	4	4	4	2	4	4	1	4	1	4	4	1	2	2
135	39	male	living with partner	no	some additional training	life in general	no	0	2	2	4	4	4	2	3	3	2	3	4	4	2	3	5	4	2	2	5	3	3	2	3	4	2	3	3	3	1	3	4	4	3	3	3	3	3	1	3	3	4	3	3	4	3	3	3	3	4	3	1	3	4	2	2	3	2	3
136	24	female	single	no	high school	spouse/partner	no	0	2	3	3	2	3	2	1	4	1	1	4	1	2	3	2	1	2	2	4	4	4	4	1	1	2	2	2	4	1	2	2	2	1	4	4	4	3	3	4	4	4	4	3	4	3	3	3	3	3	3	1	3	1	3	3	3	3	2
137	38	female	married first time	yes	undergraduate degree		no	0	3	1	5	1	1	5	3	4	3	2	3	2	1	5	5	1	4	1	4	4	1	4	1	4	1	1	1	2	1	2	4	1	1	6	6	6	6	6	5	4	5	5	5	5	4	5	5	4	4	4	1	4	1	4	4	1	1	1
138	53	female	divorced	no	graduate degree	work	no	0	4	1	4	2	2	5	3	2	3	3	3	1	4	3	4	1	3	2	3	2	4	3	2	2	2	3	1	2	5	2	3	1	1	2	2	3	2	2	3	3	4	5	2	4	4	1	5	5	4	4	1	4	1	4	3	1	1	1
139	31	female	married first time	yes	some additional training	money/finances	no	0	3	3	3	3	5	2	3	3	3	3	3	2	4	5	3	2	5	1	4	4	2	4	1	2	5	5	1	5	1	5	4	2	1	4	4	4	4	4	3	2	3	4	4	2	4	4	1	1	4	4	1	4	1	4	3	1	3	1
140	21	male	single		undergraduate degree	work	no	0	2	1	4	1	1	5	2	4	1	1	4	3	2	5	4	1	2	5	4	3	3	1	1	4	4	4	1	3	1	3	4	1	1	4	4	5	7	6	1	1	3	5	3	2	3	4	2	3	4	4	1	4	1	4	4	1	1	1
141	53	female	married first time	yes	some additional training	family	no	0	4	3	5	3	2	4	2	3	2	2	3	2	4	5	3	1	5	1	4	5	2	3	1	2	5	4	2	4	2	4	4	3	1	5	5	5	5	4	3	4	4	4	3	3	3	4	3	2	3	3	2	3	1	3	2	1	3	1
142	42	female	married first time	yes	high school	life in general	no	0	3	1	3	3	2	3	2	3	1	2	4	3	1	4	3	4	2	4	2	2	3	2	2	2	2	3	3	2	4	2	2	2	2	2	2	2	5	2	3	4	5	3	3	4	3	3	3	4	3	4	2	2	3	2	1	4	4	4
143	68	female	married first time	no	high school	health/illness	no	0	3	1	4	1	1	4	1	2	3	3	3	2	3	3	5	2	5	1	4	3	5	5	4	3	3	3	2	4	4	3	4	2	2	5	5	3	4	6	3	4	3	4	3	3	3	4	5	3	4	4	1	4	1	3	4	1	2	1
144	47	male	married first time	yes	some additional training	work	no	0	3	5	2	3	2	4	3	3	4	2	4	3	3	5	4	1	2	3	4	3	1	2	4	4	3	3	2	4	1	4	3	5	4	5	3	3	2	1	4	4	4	3	4	4	3	3	5	4	4	4	1	3	1	4	3	1	2	1
145	48	male	married first time	yes	some additional training	work	no	0	3	1	4	1	3	4	2	4	1	1	3	1	1	5	2	1	4	1	5	5	2	3	1	1	4	4	1	4	1	5	4	1	1	4	4	4	5	6	3	1	3	4	4	2	3	4	5	2	4	4	1	4	1	4	3	1	2	1
146	18	male	steady relationship	no	high school	work	yes	35	2	5	3	4	3	3	3	2	4	2	2	3	2	3	2	1	2	2	3	4	1	2	4	3	3	4	1	1	1	2	3	3	3	3	4	2	3	1	4	4	4	3	2	3	4	3	4	4	3	3	2	3	3	3	2	2	4	3
147	39	female	married first time	yes	undergraduate degree	work	yes	20	2	2	3	2	4	4	3	3	2	2	2	1	2	4	4	2	5	1	4	3	3	3	2	3	2	4	2	2	1	3	4	4	4	3	3	3	3	2	2	2	3	4	3	3	4	4	3	2	3	3	2	3	1	3	2	3	2	2
148	57	male	remarried	no	high school	money/finances	yes	160	3	2	5	1	1	5	1	4	1	1	4	1	1	5	1	1	4	2	4	4	1	4	1	2	5	5	1	4	2	5	5	2	2	3	2	6	5	7	3	1	1	4	4	1	5	4	4	2	4	4	1	3	1	4	4	1	1	1
149	34	male	living with partner	no	some additional training	work	yes	210	4	4	3	3	2	4	1	4	1	1	4	3	4	4	3	3	5	1	4	5	2	3	1	5	4	3	3	3	3	4	3	4	4	4	4	6	4	6	4	3	5	3	4	2	4	4	3	3	4	4	1	4	1	4	3	1	2	3
150	41	female	divorced	yes	some additional training	family	no	0	3	1	5	1	1	5	1	4	1	1	4	4	3	4	4	2	1	1	4	5	3	5	2	4	4	3	2	5	2	5	4	3	3	2	3	6	4	3	3	3	5	4	4	4	3	3	3	4	4	4	1	4	1	3	4	4	1	1
151	30	female	married first time	yes	some secondary school	money/finances	yes	10	1	2	3	3	5	3	3	3	4	4	1	1	2	3	1	1	2	1	3	5	1	3	1	1	2	2	1	3	1	5	4	1	1	2	2	4	2	1	2	3	3	4	3	3	4	2	2	2	4	4	1	3	3	4	3	1	3	1
152	19	female	steady relationship	no	high school	work	no	0	1	3	2	3	2	3	2	4	3	2	4	3	4	3	4	2	1	1	2	1	3	2	3	3	3	3	4	2	3	3	2	2	1	5	3	5	5	5	4	3	4	3	3	3	3	3	4	4	4	3	1	3	2	2	3	4	3	3
153	26	male	living with partner	no	some additional training	friendships	no	0	2	3	3	3	3	3	2	3	3	2	3	3	2	3	2	1	1	1	3	3	1	3	1	3	3	4	1	3	1	3	3	1	1	4	4	3	3	3	3	3	4	3	4	3	3	3	3	2	3	4	1	4	3	3	3	1	1	1
154	46	male	married first time	yes	undergraduate degree	work	no	0	4	1	5	1	1	5	1	4	1	1	4	1	1	4	1	1	1	1	4	5	1	4	1	1	5	5	1	4	1	5	4	1	1	6	6	6	7	6	2	2	1	5	4	2	4	5	2	2	4	4	1	4	2	4	4	1	1	1
155	58	female	married first time	no	undergraduate degree	life in general	no	0	4	1	4	2	1	5	2	3	1	1	4	1	1	4	2	1	3	1	2	4	2	3	1	2	2	4	1	3	2	4	3	2	1	4	6	4	6	4	3	3	4	4	3	4	3	4	4	3	3	3	1	4	1	3	4	2	2	1
156	44	female	widowed	yes	some additional training	work	no	0	4	1	5	1	1	5	2	3	4	1	3	1	1	3	1	1	2	1	3	3	1	2	1	1	4	3	1	3	1	4	4	1	1	7	6	6	5	5	2	2	3	4	5	3	4	4	2	1	4	4	1	3	1	4	4	2	1	2
157	30	female	married first time	no	high school	money/finances	no	0	2	3	5	2	3	4	3	3	2	2	3	3	2	3	4	4	5	1	3	2	5	2	3	4	2	2	3	5	1	2	3	3	2	4	5	5	6	5	5	4	4	3	2	3	3	3	4	3	4	4	2	3	2	3	2	3	4	3
158	21	male	steady relationship	no	high school	work	yes	3	3	2	4	2	1	5	2	4	2	2	4	2	3	4	2	2	4	2	4	5	2	4	3	3	4	3	2	4	3	4	3	4	4	4	7	5	6	5	4	4	4	3	4	3	4	3	4	3	4	4	1	4	1	4	4	2	2	1
159	22	female	single	no	high school	work	yes	1	5	2	4	2	3	3	2	3	3	1	2	3	4	3	4	2	4	4	3	4	3	4	4	4	2	3	2	3	4	3	3	2	2	4	6	5	5	3	3	4	3	3	3	3	3	3	4	3	3	3	2	2	2	2	2	4	3	3
160	35	female	married first time	yes	graduate degree	work	yes	50	3	1	4	2	1	4	3	2	3	2	3	2	3	5	3	2	4	1	5	4	3	4	3	3	4	3	1	4	2	5	3	3	2	4	4	6	6	4	3	3	5	4	4	4	4	3	4	3	4	4	1	3	1	4	4	1	3	3
161	46	male	separated	no	some additional training	friendships	no	0	5	1	4	1	1	4	2	4	2	2	3	2	2	4	2	1	1	1	3	4	1	3	2	2	3	3	1	3	2	3	4	1	1	4	6	6	6	4	3	3	3	3	3	3	3	3	3	3	4	4	1	4	1	4	4	1	3	3
162	22	female	single	no	undergraduate degree	work	yes	5	5	1	4	1	1	5	4	4	1	1	4	1	1	5	2	1	4	1	5	4	1	4	2	2	4	3	1	5	1	5	4	1	1	6	6	6	5	6	2	3	2	4	4	1	4	5	2	1	4	4	1	4	1	4	4	1	2	1
163	27	female	married first time	no	undergraduate degree	work	no	0	3	2	4	2	2	3	1	3	1	1	4	1	1	5	2	1	3	1	5	4	1	3	1	2	5	5	1	4	1	5	5	2	1	5	6	6	6	6	3	2	3	4	3	3	4	4	2	2	4	4	1	3	1	3	3	3	1	1
164	20	female	single	no	high school	health/illness	yes	125	2	4	3	2	2	3	2	4	2	2	3	1	4	2	2	4	2	1	5	3	2	4	4	5	2	4	2	1	1	2	3	4	3	3	5	2	3	3	2	4	5	3	3	2	4	3	3	1	2	4	2	4	3	2	1	3	4	4
165	42	female	separated	no	graduate degree	money/finances	yes	7	5	2	2	2	3	5	3	4	2	4	4	4	4	4	1	1	4	1	5	5	1	4	3	1	3	3	2	2	1	3	5	1	1	1	4	1	7	1	3	3	3	4	3	3	4	3	3	3	4	4	1	4	4	4	3	4	3	4
166	25	female	married first time	no	some additional training	work	yes	3	3	2	4	2	1	4	2	4	1	1	4	2	3	5	1	1	3	1	4	4	1	4	1	1	4	4	1	4	1	4	4	1	1	6	6	6	6	5	2	3	3	4	4	3	4	4	3	2	4	4	1	4	1	4	4	1	2	2
167	31	female	married first time	yes	undergraduate degree	children	no	0	3	1	4	1	2	5	1	4	1	1	4	2	1	4	2	3	5	1	4	3	2	5	1	2	4	4	2	5	1	4	4	2	1	6	6	7	6	7	1	1	3	5	4	3	4	3	1	2	4	4	1	4	1	3	4	2	1	2
168	60	female	divorced	no	some additional training	work	yes	150	3	2	3	4	2	4	3	3	1	3	4	2	4	4	2	1	2	1	3	3	2	3	1	1	1	4	1	3	1	3	3	1	1	3	1	2	3	2	2	2	2	4	3	1	3	4	2	2	3	4	1	4	2	3	2	4	2	1
169	24	female	single	no	high school	work	no	0	4	2	4	2	4	4	2	3	2	2	2	3	3	3	3	1	3	1	4	4	2	3	1	1	3	3	1	3	1	3	3	1	1	4	4	3	3	4	3	3	2	3	3	3	3	2	3	2	4	3	3	3	3	3	3	2	2	2
170	36	female	married first time	yes	some additional training	children	no	0	2	2	3	2	2	5	3	3	2	2	3	3	2	3	4	2	2	2	3	4	4	3	4	4	3	3	2	3	3	3	3	3	3	4	4	5	5	5	3	3	4	3	3	4	3	3	4	3	3	3	1	3	1	3	3	3	2	1
171	36	male	single	no	graduate degree	life in general	no	0	4	3	3	2	1	5	2	4	1	1	4	1	2	3	2	1	3	1	3	2	2	3	3	2	2	2	2	2	1	3	2	1	2	4	4	4	4	4	3	2	2	4	4	2	3	3	3	2	4	4	1	4	1	4	4	1	1	1
172	24	female	steady relationship	no	high school	money/finances	yes	25	1	2	3	4	3	4	2	3	2	2	3	1	2	4	3	2	2	1	3	2	2	3	2	2	3	3	2	3	1	2	3	4	4	4	4	5	5	5	3	3	3	4	4	2	4	4	3	2	4	4	1	3	1	4	4	1	2	1
173	47	male	remarried	yes	graduate degree	work	no	0	4	2	4	2	3	4	1	4	1	1	4	1	1	4	1	1	2	1	3	4	1	3	1	3	3	3	1	3	1	3	4	1	1	5	5	5	6	3	1	2	2	5	4	2	4	4	3	2	4	4	1	4	1	3	3	3	3	1
174	34	female	single	yes	some additional training	money/finances	yes		3	2	4	3	3	3	2	4	2	2	3	2	1	4	3	1	3	1	4	4	1	3	1	3	2	4	1	5	1	4	4	1	1	3	3	4	4	4	3	3	4	3	3	3	4	3	3	2	4	4	1	3	1	3	3	3	1	1
175	54	male	married first time	yes	some additional training	work	no	0	3	3	4	3	3	4	2	3	2	2	3	2	2	4	2	1	3	1	3	3	1	1	1	1	2	3	1	3	1	3	3	2	1	3	3	4	4	4	3	2	3	3	3	2	3	4	3	2	4	4	1	3	2	4	4	2	1	1
176	20	male	single	yes	high school	work	no	0	3	2	4	2	2	4	2	4	1	1	3	1	2	5	1	1	3	1	5	4	1	5	1	2	4	4	1	2	1	4	4	1	1	3	4	3	3	6	3	2	2	4	3	3	4	3	3	2	4	4	2	4	2	3	3	1	1	1
177	55	male	married first time	no	graduate degree	life in general	no	0	4	3	4	3	2	5	2	4	3	4	4	1	1	5	1	1	4	1	4	5	1	4	1	1	4	5	1	2	1	4	4	1	1	5	5	5	5	4	3	2	1	4	4	1	4	5	3	1	2	4	1	4	1	4	4	1	1	1
178	30	male	married first time	yes	some additional training	money/finances	no	0	3	3	4	2	2	4	2	4	2	2	2	3	3	3	3	1	3	1	3	5	4	4	3	4	3	3	2	3	1	3	2	3	1	3	2	2	6	4	4	3	4	3	3	3	3	3	5	4	4	4	1	4	4	2	2	3	3	2
179	41	female	living with partner	no	undergraduate degree		no	0	5	3	3	3	2	3	4	4	2	1	4	3	2	2	4	2	1	1	3	3	4	3	3	3	2	3	2	2	1	2	3	4	4	2	3	1	2	2	4	3	5	3	3	3	2	3	4	2	4	4	3	3	1	3	1	1	3	2
180	23	female	single	no	high school	work	no	0	4	1	5	1	1	5	1	4	1	1	3	1	1	4	1	1	2	2	4	3	1	4	1	2	5	4	1	4	3	5	5	2	1	6	7	6	6	7	2	1	2	5	5	4	4	5	3	1	4	4	1	4	1	4	4	3	1	1
181	22	male	single	no	some additional training	family	no	0	3	2	4	2	5	4	2	4	1	1	4	2	2	4	2	1	5	2	4	4	2	4	4	3	4	4	2	5	3	5	4	3	1	2	3	3	1	7	2	3	3	5	4	3	3	3	3	3	4	4	1	4	1	3	3	1	3	2
182	44	female	married first time	yes	undergraduate degree	work	no	0	4	4	4	3	3	3	4	4	2	2	4	2	2	5	3	2	4	1	5	5	2	5	3	3	3	5	2	3	2	4	5	2	1	5	5	5	5	4	3	4	3	5	4	2	4	4	3	4	4	4	1	1	3	3	2	3	2	2
183	21	female	steady relationship	no	undergraduate degree	work	no	0	4	2	4	2	3	4	2	4	2	4	3	1	1	4	1	1	5	1	5	4	3	4	3	3	5	4	1	5	2	4	2	3	3	5	5	6	6	5	2	2	4	5	4	2	4	4	3	2	4	4	1	4	2	3	3	1	3	2
184	23	female	single	no	some additional training	work	no	0	2	3	5	3	3	3	2	4	3	2	4	2	3	3	4	1	3	1	5	5	3	5	2	4	2	2	1	5	1	4	5	1	1	4	6	6	6	5	3	4	3	4	3	3	3	3	4	3	4	4	1	4	1	3	3	4	4	1
185	66	male	married first time	no	some additional training	health/illness	no	0	1	1	5	1	2	4	1	4	1	1	4	1	2	4	1	1	4	1	5	5	1	5	1	1	3	4	1	3	1	4	5	1	1	7	7	7	7	7	3	1	3	4	4	2	5	5	2	2	4	4	1	4	1	4	4	1	1	1
186	39	male	married first time	yes	some additional training	money/finances	no	0	1	1	4	2	3	3	1	1	2	1	4	2	2	5	2	1	4	1	4	5	1	4	3	3	5	5	1	4	1	4	5	1	2	5	6	5	6	2	3	2	3	4	3	1	4	4	3	2	4	4	1	4	4	4	3	1	1	1
187	50	female	separated	no	undergraduate degree	children	no	0	2	3	3	3	4	3	2	3	3	2	4	1	1	4	3	1	2	1	3	4	1	5	2	2	1	1	1	2	1	1	3	1	1	3	1	5	5	3	3	3	3	4	4	2	4	4	4	3	4	4	1	4	1	4	4	1	1	1
188	51	male	remarried	yes	graduate degree	health/illness	yes	80	3	1	3	3	2	4	3	3	3	2	2	2	3	1	4	4	5	1	4	3	4	3	3	4	1	4	3	2	1	1	3	3	2	3	3	6	6	1	3	3	4	3	3	5	3	2	3	4	4	4	1	4	1	3	3	2	3	1
189	49	female	steady relationship	yes	graduate degree	health/illness	no	0	3	2	4	2	2	4	2	3	2	3	3	1	1	5	2	2	2	1	4	5	2	5	1	1	4	5	2	3	1	4	5	1	1	7	7	7	7	3	3	3	3	4	4	2	3	4	3	3	4	4	1	4	1	4	4	1	1	1
190	51	female	steady relationship	no	high school	work	no	0	3	1	3	1	1	3	1	4	1	2	3	1	1	4	2	1	2	1	4	3	1	3	1	1	2	4	1	2	1	4	4	1	1	3	4	4	5	3	2	2	3	4	3	4	4	3	3	2	4	4	1	3	1	3	4	1	2	1
191	38	female	married first time	yes	graduate degree	children	no	0	3	1	4	2	1	5	1	4	1	1	4	1	1	4	2	1	4	1	2	4	1	4	1	2	3	3	1	3	1	3	3	1	1	5	7	5	6	5	3	2	2	4	4	2	4	5	2	1	3	4	1	4	1	3	2	3	3	3
192	50	male	divorced	no	undergraduate degree	work	no	0	2	3	2	3	4	3	2	3	3	2	2	3	3	4	3	2	2	1	3	3	1	3	2	3	1	3	2	2	1	2	3	3	2	2	1	4	3	2	3	3	4	3	3	4	3	3	3	4	4	4	1	3	1	3	3	3	2	2
